DBN,Number of Test Takers,NUMBER OF CLASSES.max,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,NUMBER OF CLASSES.min,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,NUMBER OF CLASSES.mean,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg)
Q299,42,18.0,318.0,24.8,24.0,29.0,2.0,26.0,13.0,10.0,16.0,8.0,152.35714285714286,18.61428571428571,14.071428571428571,23.142857142857142,13.7,24.0,3.7,A,76.6,12.1,A,17.8,A,46.7,A,0.0,,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q455,251,43.0,1211.0,33.0,33.0,38.0,1.0,13.0,11.5,10.0,13.0,9.564102564102564,263.15384615384613,22.848717948717947,17.846153846153847,26.435897435897434,20.6,24.0,2.35,C,53.7,8.6,C,11.2,D,30.9,C,3.0,C,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q485,269,70.0,1885.0,36.0,36.0,45.0,1.0,11.0,10.5,10.0,11.0,12.054054054054054,280.5405405405405,20.543243243243243,16.45945945945946,24.513513513513512,20.1,24.0,2.38,B,60.0,8.7,B,10.6,D,36.2,B,4.5,C,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q520,32,8.0,136.0,26.0,26.0,31.0,1.0,17.0,15.3,11.0,16.0,2.4642857142857144,45.57142857142857,19.832142857142856,18.75,21.25,15.7,24.0,2.58,B,65.2,10.1,B,18.0,A,34.1,C,3.0,B,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q530,75,17.0,350.0,27.0,27.0,30.0,1.0,27.0,11.3,10.0,13.0,5.642857142857143,94.5,17.02857142857143,13.285714285714286,20.571428571428573,14.2,24.0,2.63,A,76.1,14.1,A,14.2,C,41.8,B,6.0,A,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q550,127,17.0,458.0,34.0,34.0,34.0,1.0,24.0,20.0,10.0,20.0,4.814814814814815,130.5185185185185,28.285185185185178,23.333333333333332,31.555555555555557,16.2,24.0,2.52,A,86.9,10.7,A,15.1,B,50.6,A,10.5,A,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q560,49,6.0,159.0,32.0,32.0,33.0,1.0,11.0,11.0,10.0,11.0,2.1470588235294117,56.26470588235294,26.3,24.88235294117647,27.41176470588235,14.6,24.0,2.65,C,51.5,7.5,C,8.2,F,32.8,C,3.0,B,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q600,130,24.0,623.0,36.0,36.0,42.0,1.0,10.0,10.0,10.0,10.0,6.257142857142857,170.6,25.99428571428571,19.914285714285715,29.857142857142858,14.7,24.0,2.58,A,72.8,10.5,A,13.6,C,36.7,B,12.0,B,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q610,289,38.0,1042.0,33.4,33.0,34.0,1.0,10.0,10.0,10.0,10.0,9.03125,260.0625,25.315624999999997,19.9375,27.9375,17.9,24.0,3.05,A,79.0,9.8,B,17.1,B,40.1,B,12.0,A,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936
Q263,57,16.0,205.0,23.5,23.0,24.0,2.0,30.0,12.0,10.0,13.0,5.875,94.0,17.668750000000003,16.0,19.375,14.5,25.0,2.45,B,64.5,13.9,A,11.5,D,39.1,B,0.0,A,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q281,50,12.0,281.0,36.0,36.0,37.0,1.0,13.0,13.0,11.0,13.0,2.8333333333333335,74.44444444444444,27.133333333333336,24.944444444444443,29.833333333333332,17.8,25.0,2.93,A,79.5,5.6,F,17.4,B,47.5,A,9.0,,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q285,56,13.0,376.0,37.0,37.0,37.0,1.0,23.0,16.8,11.0,22.0,3.0526315789473686,84.28947368421052,28.04473684210526,25.789473684210527,30.289473684210527,15.9,25.0,2.82,A,72.0,8.4,C,18.0,A,39.6,B,6.0,,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q425,302,70.0,2057.0,32.7,31.0,36.0,1.0,12.0,8.5,6.0,11.0,11.8,322.6,21.5075,14.2,26.0,18.2,25.0,2.45,B,61.1,8.3,C,12.9,C,36.9,B,3.0,C,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q460,278,70.0,2170.0,35.3,35.0,37.0,1.0,11.0,11.0,10.0,11.0,10.048780487804878,300.7317073170732,26.843902439024387,21.341463414634145,29.585365853658537,18.1,25.0,2.45,C,51.2,8.5,C,10.5,D,29.2,C,3.0,B,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q525,273,20.0,594.0,33.7,33.0,34.0,3.0,101.0,27.6,17.0,33.0,10.714285714285714,324.85714285714283,30.578571428571426,23.714285714285715,33.857142857142854,19.6,25.0,3.98,A,80.4,11.3,A,24.0,A,45.1,A,0.0,A,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q670,61,12.0,355.0,33.0,33.0,35.0,1.0,24.0,24.0,11.0,24.0,4.2,125.68,30.219999999999995,25.0,33.32,17.7,25.0,2.7,D,46.9,6.8,D,12.3,C,24.8,D,3.0,B,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371
Q415,697,63.0,2044.0,39.0,39.0,39.0,1.0,10.0,10.0,10.0,10.0,13.675,425.975,25.635,19.675,28.4,22.2,26.0,3.03,B,63.0,8.0,C,15.7,B,31.8,C,7.5,B,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988
Q430,808,65.0,2028.0,37.8,37.0,41.0,1.0,13.0,12.1,10.0,13.0,13.659090909090908,406.6818181818182,26.345454545454537,20.613636363636363,29.113636363636363,20.9,26.0,2.92,B,68.0,9.7,B,15.8,B,36.5,B,6.0,A,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988
Q435,343,65.0,2060.0,38.0,38.0,38.0,1.0,7.0,7.0,5.0,7.0,10.333333333333334,291.93939393939394,23.542424242424243,17.454545454545453,26.454545454545453,21.0,26.0,2.38,C,52.7,5.4,F,16.6,B,29.2,C,1.5,C,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988
Q495,732,34.0,1127.0,33.7,33.0,37.0,1.0,19.0,19.0,13.0,19.0,10.714285714285714,339.0,30.228571428571428,24.285714285714285,32.542857142857144,21.2,26.0,3.08,B,69.4,9.2,B,15.1,B,31.6,C,13.5,B,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988
Q566,144,18.0,563.0,48.5,35.0,67.0,1.0,30.0,19.5,11.0,27.0,5.67741935483871,176.80645161290323,31.512903225806447,26.903225806451612,34.67741935483871,19.7,26.0,2.8,B,61.8,8.3,C,17.3,B,36.2,B,0.0,B,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988
Q260,65,10.0,203.0,34.0,34.0,35.0,1.0,11.0,11.0,10.0,11.0,3.4761904761904763,84.38095238095238,25.723809523809525,22.095238095238095,29.142857142857142,15.4,27.0,2.45,C,51.4,5.5,F,15.9,B,30.0,C,0.0,B,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q262,63,10.0,246.0,35.0,35.0,35.0,1.0,5.0,5.0,5.0,5.0,3.8,93.72,24.556000000000004,19.68,28.92,16.8,27.0,2.91,A,85.1,11.3,A,19.5,A,51.3,A,3.0,A,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q400,102,17.0,585.0,41.0,41.0,41.0,1.0,6.0,6.0,6.0,6.0,4.05,112.025,25.127500000000005,22.5,27.575,18.7,27.0,2.13,C,49.6,7.6,C,10.0,D,30.5,C,1.5,C,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q410,114,21.0,599.0,39.0,39.0,39.0,1.0,10.0,10.0,10.0,10.0,3.951219512195122,110.41463414634147,26.07073170731707,23.097560975609756,27.975609756097562,19.9,27.0,2.05,F,37.8,6.1,D,9.4,F,22.3,F,0.0,D,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q465,31,5.0,107.0,26.8,25.0,32.0,1.0,10.0,10.0,10.0,10.0,2.9166666666666665,64.33333333333333,21.083333333333332,18.416666666666668,23.583333333333332,22.7,27.0,,,,,,,,,,,,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q475,397,71.0,2379.0,44.0,44.0,44.0,1.0,10.0,10.0,10.0,10.0,10.731707317073171,312.609756097561,25.275609756097566,21.51219512195122,27.29268292682927,19.4,27.0,2.38,C,52.1,6.0,D,7.9,F,36.7,B,1.5,C,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q480,302,60.0,1874.0,35.5,34.0,37.0,1.0,14.0,10.5,10.0,11.0,11.857142857142858,318.3673469387755,23.4469387755102,18.3265306122449,26.46938775510204,16.3,27.0,2.32,B,60.6,7.7,C,9.3,F,34.6,C,9.0,C,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q650,87,15.0,409.0,28.5,25.0,34.0,7.0,181.0,24.7,18.0,29.0,8.692307692307692,227.53846153846155,26.184615384615384,21.0,30.307692307692307,15.7,27.0,3.21,A,76.1,8.1,C,15.0,B,44.0,A,9.0,,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007
Q440,627,49.0,1489.0,38.0,38.0,41.0,1.0,11.0,11.0,10.0,11.0,12.051282051282051,367.46153846153845,26.23333333333333,19.871794871794872,29.256410256410255,22.6,28.0,2.87,A,70.3,6.9,D,15.3,B,40.6,B,7.5,A,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q470,153,41.0,1199.0,33.0,33.0,58.0,1.0,10.0,10.0,10.0,10.0,6.722222222222222,177.63888888888889,21.555555555555557,17.88888888888889,25.166666666666668,19.4,28.0,2.26,D,45.0,7.3,C,8.6,F,29.1,C,0.0,D,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q505,498,71.0,2278.0,40.0,40.0,43.0,1.0,10.0,10.0,10.0,10.0,14.212121212121213,427.6363636363636,28.596969696969694,20.666666666666668,34.0,18.4,28.0,2.57,C,57.1,12.4,A,10.4,D,32.8,C,1.5,B,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q620,529,34.0,1080.0,34.0,34.0,34.0,1.0,19.0,12.7,11.0,13.0,11.379310344827585,334.3448275862069,26.303448275862067,21.93103448275862,28.103448275862068,21.1,28.0,2.89,A,70.1,8.7,B,19.3,A,37.6,B,4.5,B,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q680,89,9.0,248.0,35.7,35.0,36.0,1.0,25.0,25.0,15.0,25.0,3.9047619047619047,118.57142857142857,30.56666666666667,26.952380952380953,33.19047619047619,23.2,28.0,3.54,B,67.1,6.2,D,18.2,A,42.7,A,0.0,A,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q687,99,10.0,262.0,29.0,25.0,34.0,3.0,87.0,22.0,11.0,25.0,5.384615384615385,133.30769230769232,24.976923076923075,18.615384615384617,30.384615384615383,16.0,28.0,3.89,A,72.3,9.6,B,22.0,A,40.7,B,0.0,A,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q690,62,9.0,257.0,32.3,31.0,35.0,1.0,11.0,11.0,11.0,11.0,3.7142857142857144,103.19047619047619,24.338095238095235,20.38095238095238,27.333333333333332,18.8,28.0,2.59,B,60.0,8.3,C,15.2,B,32.0,C,4.5,C,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009
Q248,46,8.0,215.0,32.0,32.0,32.0,1.0,16.0,16.0,12.0,16.0,2.888888888888889,74.94444444444444,26.25,23.055555555555557,29.0,14.7,29.0,2.43,A,70.0,7.3,C,15.1,B,46.1,A,1.5,A,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q259,42,11.0,309.0,28.5,28.0,31.0,1.0,10.0,10.0,10.0,10.0,3.2580645161290325,80.16129032258064,23.51290322580645,20.903225806451612,26.096774193548388,16.2,29.0,2.54,A,72.7,9.4,B,18.1,A,42.2,A,3.0,A,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q265,55,8.0,250.0,34.0,34.0,35.0,1.0,11.0,11.0,11.0,11.0,2.40625,63.125,25.590625000000003,23.03125,28.09375,16.9,29.0,2.34,A,73.2,8.7,B,18.2,A,41.8,B,4.5,A,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q272,68,6.0,207.0,34.5,34.0,35.0,1.0,23.0,10.3,10.0,11.0,3.074074074074074,80.74074074074075,25.937037037037037,21.37037037037037,29.962962962962962,19.1,29.0,2.6,A,79.6,9.5,B,16.6,B,44.5,A,9.0,A,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q283,18,7.0,179.0,31.5,30.0,34.0,1.0,11.0,9.7,8.0,11.0,3.0952380952380953,77.33333333333333,24.176190476190477,20.333333333333332,27.285714285714285,17.6,29.0,2.55,B,61.7,9.7,B,15.2,B,35.3,B,1.5,,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q492,59,9.0,236.0,32.3,30.0,39.0,1.0,10.0,10.0,10.0,10.0,3.8125,102.8125,26.400000000000002,22.9375,30.0,16.7,29.0,2.61,C,48.5,5.0,F,14.1,C,29.4,C,0.0,C,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q494,60,15.0,392.0,36.0,36.0,38.0,1.0,22.0,17.4,10.0,21.0,3.65,98.35,28.46,24.5,31.55,17.7,29.0,2.3,D,41.4,4.3,F,14.2,C,19.9,F,3.0,B,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q496,52,11.0,263.0,36.7,34.0,38.0,1.0,11.0,11.0,10.0,11.0,3.588235294117647,97.88235294117646,26.894117647058827,22.176470588235293,30.41176470588235,20.8,29.0,2.15,D,46.6,6.1,D,11.2,D,29.3,C,0.0,D,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q498,45,8.0,182.0,33.5,33.0,34.0,1.0,18.0,18.0,16.0,18.0,2.5833333333333335,70.45833333333333,28.029166666666665,26.458333333333332,29.916666666666668,16.3,29.0,2.48,C,55.8,7.2,C,20.0,A,27.1,D,1.5,B,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232
Q445,322,64.0,1817.0,37.0,37.0,37.0,1.0,11.0,11.0,10.0,11.0,11.25,314.95,24.802499999999995,18.475,27.35,20.1,30.0,2.41,C,56.1,8.2,C,11.4,D,30.5,C,6.0,B,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
Q450,296,58.0,1568.0,32.5,32.0,35.0,1.0,10.0,10.0,10.0,10.0,8.695652173913043,233.30434782608697,23.05,17.652173913043477,25.97826086956522,18.5,30.0,2.47,C,55.4,6.3,D,12.3,C,32.3,C,4.5,B,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
Q501,153,12.0,351.0,31.9,30.0,35.0,2.0,41.0,20.5,13.0,23.0,6.333333333333333,174.86666666666667,27.160000000000007,20.133333333333333,32.46666666666667,16.2,30.0,3.38,A,75.2,6.0,D,22.9,A,43.3,A,3.0,A,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
Q502,140,20.0,548.0,35.0,35.0,38.0,1.0,10.0,10.0,10.0,10.0,4.351351351351352,119.75675675675676,25.783783783783782,22.18918918918919,28.405405405405407,15.6,30.0,2.45,A,70.2,11.5,A,16.5,B,36.2,B,6.0,B,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
Q555,147,22.0,635.0,33.7,33.0,38.0,1.0,11.0,11.0,10.0,11.0,7.578947368421052,215.31578947368422,25.210526315789476,19.63157894736842,28.105263157894736,15.9,30.0,2.22,A,80.5,13.7,A,25.0,A,38.8,B,3.0,A,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
Q575,120,11.0,341.0,36.0,36.0,38.0,1.0,27.0,24.0,12.0,27.0,4.037037037037037,127.77777777777777,31.503703703703703,28.48148148148148,33.51851851851852,19.1,30.0,3.03,A,70.5,8.9,B,18.7,A,36.9,B,6.0,B,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742
