DBN,Number of Test Takers,NUMBER OF CLASSES.max,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,NUMBER OF CLASSES.min,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,NUMBER OF CLASSES.mean,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg)
M655,71,13.0,324.0,56.0,56.0,56.0,1.0,11.0,11.0,10.0,11.0,3.5625,86.34375,23.718749999999996,20.25,26.84375,14.9,2.0,2.26,A,72.2,6.7,D,21.6,A,37.9,B,6.0,B,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M690,14,2.0,39.0,20.0,20.0,27.0,1.0,12.0,11.0,10.0,12.0,1.3333333333333333,20.666666666666668,15.277777777777779,13.666666666666666,16.88888888888889,12.9,2.0,,,,,,,,,,,,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M283,23,9.0,262.0,31.0,31.0,34.0,1.0,23.0,16.5,13.0,18.0,3.4705882352941178,92.47058823529412,27.382352941176467,24.58823529411765,29.11764705882353,20.8,3.0,2.21,C,48.0,6.8,D,8.6,F,29.6,C,3.0,B,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M299,57,10.0,249.0,34.0,34.0,34.0,1.0,13.0,13.0,11.0,13.0,3.0,75.17391304347827,24.756521739130434,20.17391304347826,28.47826086956522,14.8,3.0,2.15,B,67.6,8.0,C,20.4,A,33.2,C,6.0,B,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M307,53,9.0,204.0,26.5,26.0,27.0,1.0,17.0,17.0,17.0,17.0,2.4347826086956523,53.82608695652174,21.960869565217394,20.565217391304348,23.17391304347826,16.8,3.0,2.19,A,74.1,9.4,B,15.1,B,42.1,A,7.5,C,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M415,68,12.0,313.0,31.5,29.0,35.0,1.0,4.0,4.0,4.0,4.0,3.888888888888889,87.55555555555556,20.14444444444445,16.22222222222222,24.666666666666668,12.0,3.0,2.08,B,60.0,5.0,F,20.1,A,31.9,C,3.0,A,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M470,170,45.0,1206.0,30.3,26.0,34.0,1.0,12.0,11.5,10.0,12.0,9.071428571428571,227.42857142857142,21.275,16.0,25.607142857142858,16.7,3.0,,,,,,,,,,,,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M479,237,26.0,782.0,33.0,33.0,34.0,1.0,26.0,26.0,20.0,26.0,6.904761904761905,206.0,29.880952380952387,26.857142857142858,31.61904761904762,20.7,3.0,3.51,A,74.5,9.3,B,13.7,C,48.5,A,3.0,A,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M485,594,36.0,1071.0,33.1,30.0,40.0,2.0,38.0,19.0,11.0,20.0,17.25,524.625,29.750000000000004,18.375,33.4375,18.5,3.0,3.64,A,79.0,7.4,C,23.1,A,48.5,A,0.0,A,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M494,60,11.0,291.0,34.0,34.0,34.0,1.0,12.0,12.0,10.0,12.0,3.6956521739130435,97.17391304347827,25.582608695652173,21.08695652173913,29.565217391304348,17.7,3.0,2.34,B,62.2,6.8,D,14.5,B,39.4,B,1.5,A,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M541,80,9.0,185.0,28.8,26.0,32.0,1.0,24.0,16.0,10.0,18.0,5.0,110.92857142857143,22.671428571428574,19.142857142857142,26.428571428571427,16.7,3.0,3.26,B,61.4,11.2,A,18.3,A,31.9,C,0.0,A,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M860,33,6.0,148.0,30.5,30.0,32.0,1.0,11.0,5.5,3.0,8.0,2.1515151515151514,49.27272727272727,22.715151515151515,20.303030303030305,25.0,15.4,3.0,2.28,C,54.1,7.9,C,18.9,A,27.3,D,0.0,C,38,26,0.68,12,0.32,0,0,38,100,0,18,0.47,0,0.0,1,0.03,3,0.08,14,0.37,1,0.03,1,0.03,38,100,3,0.08,35,0.92,0,0.0,0,0,38,100,14,0.37,24,0.63,0,0,38,100,89.28,21962
M409,39,9.0,189.0,29.7,28.0,33.0,1.0,15.0,14.2,10.0,15.0,3.380952380952381,68.04761904761905,20.07142857142857,16.333333333333332,24.238095238095237,12.7,4.0,2.2,C,55.5,9.7,B,11.5,D,31.3,C,3.0,C,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M435,312,22.0,718.0,34.0,34.0,35.0,1.0,10.0,10.0,10.0,10.0,7.0588235294117645,206.7941176470588,24.24705882352941,20.058823529411764,26.147058823529413,21.6,4.0,3.1,B,60.9,6.4,D,16.2,B,38.3,B,0.0,B,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M495,46,11.0,200.0,24.5,23.0,27.0,1.0,11.0,11.0,11.0,11.0,3.8636363636363638,74.77272727272727,18.277272727272727,15.772727272727273,20.181818181818183,12.5,4.0,2.09,A,82.6,10.5,A,18.5,A,46.1,A,7.5,A,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M555,35,7.0,161.0,31.0,31.0,34.0,1.0,23.0,14.3,11.0,16.0,2.217391304347826,52.0,24.417391304347827,22.0,26.956521739130434,13.2,4.0,2.53,A,72.3,12.9,A,10.9,D,47.0,A,1.5,A,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M610,48,11.0,261.0,27.7,25.0,31.0,1.0,20.0,16.7,14.0,17.0,3.909090909090909,93.4090909090909,23.34090909090909,21.136363636363637,25.545454545454547,16.5,4.0,3.05,A,70.4,12.5,A,20.2,A,37.7,B,0.0,A,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M635,39,12.0,312.0,31.0,31.0,32.0,1.0,9.0,9.0,9.0,9.0,3.6,81.0,19.435999999999996,16.88,21.52,14.7,4.0,2.06,F,32.7,6.0,D,6.7,F,20.0,F,0.0,D,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M680,47,8.0,160.0,29.7,28.0,33.0,1.0,14.0,14.0,10.0,14.0,2.739130434782609,61.65217391304348,22.691304347826087,19.217391304347824,25.347826086956523,13.1,4.0,2.13,C,50.7,4.3,F,15.0,B,29.9,C,1.5,A,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M695,23,1.0,20.0,20.0,20.0,20.0,1.0,14.0,14.0,14.0,14.0,1.0,17.4,17.4,17.4,17.4,10.5,4.0,,,,,,,,,,,,20,13,0.65,7,0.35,0,0,20,100,0,4,0.2,0,0.0,0,0.0,0,0.0,15,0.75,1,0.05,0,0.0,20,100,0,0.0,20,1.0,0,0.0,0,0,20,100,8,0.4,12,0.6,0,0,20,100,91.13,14252
M304,63,6.0,192.0,34.0,34.0,36.0,1.0,11.0,11.0,11.0,11.0,2.2857142857142856,60.392857142857146,25.175000000000004,22.964285714285715,27.607142857142858,15.3,5.0,2.53,B,65.5,9.2,B,19.2,A,37.1,B,0.0,C,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M369,34,5.0,98.0,34.0,34.0,34.0,1.0,29.0,19.0,15.0,21.0,2.15,56.1,27.410000000000004,25.1,29.95,13.2,5.0,2.46,A,70.9,4.7,F,15.6,B,46.1,A,4.5,,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M469,16,8.0,185.0,28.5,28.0,32.0,1.0,16.0,6.3,3.0,9.0,3.15,62.5,20.085,16.75,23.3,12.3,5.0,2.43,B,62.5,7.5,C,12.9,C,42.1,A,0.0,D,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M499,216,28.0,788.0,33.5,33.0,35.0,1.0,20.0,10.2,7.0,12.0,7.380952380952381,195.85714285714286,25.847619047619045,21.38095238095238,28.523809523809526,17.7,5.0,3.14,D,40.6,3.7,F,11.5,D,20.9,F,4.5,C,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M670,52,12.0,274.0,33.0,33.0,33.0,1.0,16.0,16.0,12.0,16.0,3.25,76.4375,23.803124999999998,21.90625,26.03125,15.6,5.0,2.66,B,63.1,9.0,B,12.0,C,39.1,B,3.0,B,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M685,54,10.0,229.0,33.3,32.0,35.0,1.0,11.0,11.0,10.0,11.0,3.5357142857142856,79.32142857142857,20.560714285714283,16.714285714285715,23.821428571428573,15.0,5.0,2.03,D,43.0,6.1,D,11.2,D,25.7,D,0.0,C,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M692,106,8.0,190.0,24.3,23.0,28.0,2.0,36.0,18.0,15.0,20.0,4.857142857142857,109.14285714285714,22.37857142857143,19.5,24.928571428571427,12.2,5.0,3.76,A,76.2,9.0,B,22.7,A,44.5,A,0.0,A,7,4,0.57,3,0.43,0,0,7,100,0,1,0.14,0,0.0,1,0.14,0,0.0,4,0.57,1,0.14,0,0.0,7,99,1,0.14,6,0.86,0,0.0,0,0,7,100,1,0.14,6,0.86,0,0,7,100,89.08,13170
M462,56,14.0,327.0,35.0,30.0,40.0,1.0,26.0,18.8,10.0,20.0,7.571428571428571,191.28571428571428,25.585714285714285,18.857142857142858,30.285714285714285,17.8,6.0,2.17,A,87.6,11.7,A,20.5,A,47.9,A,7.5,A,18,8,0.44,10,0.56,0,0,18,100,0,12,0.67,0,0.0,2,0.11,0,0.0,3,0.17,1,0.06,0,0.0,18,100,1,0.06,17,0.94,0,0.0,0,0,18,100,7,0.39,11,0.61,0,0,18,100,91.34,25733
M463,75,12.0,279.0,31.0,30.0,36.0,2.0,32.0,16.0,12.0,16.0,6.3125,151.4375,24.224999999999998,17.5,29.9375,16.3,6.0,2.26,B,62.6,8.5,C,15.0,B,39.1,B,0.0,B,18,8,0.44,10,0.56,0,0,18,100,0,12,0.67,0,0.0,2,0.11,0,0.0,3,0.17,1,0.06,0,0.0,18,100,1,0.06,17,0.94,0,0.0,0,0,18,100,7,0.39,11,0.61,0,0,18,100,91.34,25733
M467,106,13.0,350.0,34.0,34.0,38.0,1.0,4.0,4.0,4.0,4.0,4.423076923076923,115.88461538461539,24.023076923076925,19.576923076923077,27.73076923076923,15.1,6.0,2.22,A,76.9,11.1,A,19.8,A,44.5,A,1.5,A,18,8,0.44,10,0.56,0,0,18,100,0,12,0.67,0,0.0,2,0.11,0,0.0,3,0.17,1,0.06,0,0.0,18,100,1,0.06,17,0.94,0,0.0,0,0,18,100,7,0.39,11,0.61,0,0,18,100,91.34,25733
M468,28,16.0,424.0,32.0,30.0,34.0,1.0,16.0,16.0,10.0,16.0,5.444444444444445,143.05555555555554,26.6,21.38888888888889,30.944444444444443,15.7,6.0,2.28,B,66.3,8.8,B,14.5,B,40.0,B,3.0,A,18,8,0.44,10,0.56,0,0,18,100,0,12,0.67,0,0.0,2,0.11,0,0.0,3,0.17,1,0.06,0,0.0,18,100,1,0.06,17,0.94,0,0.0,0,0,18,100,7,0.39,11,0.61,0,0,18,100,91.34,25733
M540,193,33.0,1029.0,35.5,34.0,37.0,1.0,13.0,13.0,12.0,13.0,7.4,213.5,24.013333333333332,19.466666666666665,26.366666666666667,20.6,6.0,2.89,C,51.3,6.5,D,10.6,D,34.2,C,0.0,B,18,8,0.44,10,0.56,0,0,18,100,0,12,0.67,0,0.0,2,0.11,0,0.0,3,0.17,1,0.06,0,0.0,18,100,1,0.06,17,0.94,0,0.0,0,0,18,100,7,0.39,11,0.61,0,0,18,100,91.34,25733
M552,60,14.0,406.0,32.0,28.0,37.0,1.0,14.0,14.0,10.0,14.0,5.5,139.07142857142858,24.907142857142862,17.785714285714285,30.5,18.8,6.0,2.29,A,73.3,14.6,A,21.6,A,32.6,C,4.5,A,18,8,0.44,10,0.56,0,0,18,100,0,12,0.67,0,0.0,2,0.11,0,0.0,3,0.17,1,0.06,0,0.0,18,100,1,0.06,17,0.94,0,0.0,0,0,18,100,7,0.39,11,0.61,0,0,18,100,91.34,25733
X221,60,9.0,179.0,36.0,36.0,36.0,1.0,10.0,10.0,10.0,10.0,2.577777777777778,55.68888888888889,22.3,20.244444444444444,24.08888888888889,13.8,7.0,2.44,A,89.7,9.2,B,21.9,A,52.6,A,6.0,A,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X334,33,20.0,287.0,21.7,20.0,23.0,2.0,39.0,12.3,10.0,15.0,8.363636363636363,121.9090909090909,15.445454545454545,13.363636363636363,19.0,14.6,7.0,1.66,B,64.1,11.5,A,11.5,D,41.1,B,0.0,,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X427,50,6.0,141.0,31.0,31.0,32.0,1.0,19.0,18.0,10.0,19.0,2.0384615384615383,48.42307692307692,24.26923076923077,22.46153846153846,25.96153846153846,12.6,7.0,2.12,A,73.3,10.5,A,17.3,B,42.5,A,3.0,B,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X473,48,5.0,151.0,31.5,30.0,33.0,1.0,13.0,13.0,11.0,13.0,2.2758620689655173,56.41379310344828,23.848275862068967,22.17241379310345,25.0,13.4,7.0,2.11,B,67.8,10.5,A,17.3,B,40.0,B,0.0,A,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X495,66,10.0,227.0,32.0,32.0,33.0,1.0,15.0,15.0,10.0,15.0,3.1818181818181817,78.95454545454545,25.609090909090913,22.954545454545453,28.136363636363637,20.0,7.0,2.74,A,79.3,9.7,B,16.1,B,47.5,A,6.0,A,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X500,62,10.0,203.0,27.0,27.0,32.0,1.0,13.0,10.5,8.0,13.0,2.9375,58.15625,19.590625,17.5625,21.6875,16.3,7.0,2.86,B,66.7,8.5,C,22.1,A,30.1,C,6.0,B,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X520,73,18.0,354.0,27.2,22.0,34.0,1.0,8.0,7.5,6.0,8.0,4.08,81.28,17.024,12.96,21.36,13.2,7.0,2.08,C,52.8,10.2,B,14.5,B,28.1,D,0.0,B,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X527,55,6.0,141.0,33.0,32.0,34.0,1.0,10.0,10.0,10.0,10.0,2.5483870967741935,58.74193548387097,23.516129032258068,21.129032258064516,25.64516129032258,13.8,7.0,2.14,B,61.8,9.7,B,15.1,B,35.5,B,1.5,B,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X547,36,9.0,226.0,34.0,34.0,34.0,1.0,16.0,16.0,12.0,16.0,2.375,61.083333333333336,24.96666666666667,22.75,26.916666666666668,12.1,7.0,2.05,D,45.6,10.7,A,8.6,F,26.3,D,0.0,C,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X548,58,5.0,107.0,30.0,30.0,30.0,1.0,21.0,17.0,12.0,18.0,1.9615384615384615,45.26923076923077,23.373076923076926,21.76923076923077,24.76923076923077,14.2,7.0,2.56,A,92.5,11.8,A,20.8,A,50.9,A,9.0,A,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X551,51,8.0,191.0,31.0,31.0,33.0,1.0,11.0,6.0,2.0,10.0,3.4324324324324325,75.62162162162163,20.516216216216215,16.62162162162162,23.2972972972973,11.3,7.0,2.34,A,85.0,12.9,A,23.3,A,47.3,A,1.5,A,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X600,53,18.0,379.0,32.0,32.0,34.0,1.0,10.0,10.0,10.0,10.0,4.382352941176471,105.20588235294117,22.31470588235294,18.38235294117647,25.235294117647058,13.0,7.0,1.95,C,49.8,9.2,B,9.2,F,31.4,C,0.0,C,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X655,105,20.0,565.0,32.5,32.0,34.0,1.0,14.0,11.8,10.0,13.0,6.433333333333334,150.2,21.119999999999997,15.866666666666667,24.733333333333334,12.6,7.0,1.7,C,50.3,4.7,F,12.0,C,32.1,C,1.5,D,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X670,81,11.0,268.0,32.0,31.0,34.0,1.0,11.0,11.0,10.0,11.0,4.096774193548387,101.48387096774194,23.145161290322577,18.580645161290324,27.419354838709676,14.9,7.0,2.4,B,58.4,8.2,C,13.7,C,35.0,B,1.5,C,74,40,0.54,34,0.46,0,0,74,100,0,30,0.41,0,0.0,1,0.01,0,0.0,38,0.51,4,0.05,1,0.01,74,99,4,0.05,69,0.93,1,0.01,0,0,74,99,22,0.3,52,0.7,0,0,74,100,86.75,19717
X282,56,8.0,197.0,30.0,30.0,34.0,1.0,15.0,15.0,13.0,15.0,2.608695652173913,62.52173913043478,23.495652173913047,21.0,26.17391304347826,18.0,8.0,2.66,C,53.4,5.0,F,16.5,B,28.9,C,3.0,,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X293,47,6.0,154.0,36.0,36.0,36.0,1.0,20.0,19.8,11.0,20.0,2.652173913043478,64.95652173913044,25.47826086956522,22.434782608695652,28.47826086956522,15.8,8.0,2.23,A,82.1,10.7,A,18.1,A,39.8,B,13.5,A,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X295,31,13.0,313.0,37.0,35.0,55.0,1.0,14.0,14.0,11.0,14.0,3.7586206896551726,96.6896551724138,25.093103448275862,19.862068965517242,30.862068965517242,14.5,8.0,1.85,B,60.3,9.9,B,13.2,C,37.2,B,0.0,C,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
X305,54,6.0,126.0,32.0,32.0,32.0,1.0,10.0,10.0,10.0,10.0,2.423076923076923,50.57692307692308,21.096153846153847,18.307692307692307,23.76923076923077,11.8,8.0,1.94,B,66.7,8.7,B,15.5,B,39.5,B,3.0,C,17,16,0.94,1,0.06,0,0,17,100,0,11,0.65,0,0.0,1,0.06,4,0.24,1,0.06,0,0.0,0,0.0,17,100,1,0.06,16,0.94,0,0.0,0,0,17,100,4,0.24,13,0.76,0,0,17,100,87.15,31625
